n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
12.0,180.0,606936412677,999999990099,752475240075,3.0,1.0,1.0,0.0,472777777778,6.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,505.0,390.4,0.0,17100.0,675083333333,0.0,2339.52,124547185185,1200.0,1200.0,1200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,274928168263,333337607381,334258191939,333339722613,624978279544,546428571429,678571428571,388888888889,555555555556,875,125,364285714286,0.1,1.0,-0.1,-0.1,-0.1,0.5,0.5,0.0,0.5,606
11.0,272.0,524344567325,999999995074,576354676964,5.0,2.0,8.0,0.0,511397058824,9.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1200.0,652.0,0.0,17100.0,406666666667,0.0,542857142857,107466843034,990.0,1100.0,1045.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,194137461901,322375460975,223008931046,340869903816,120316280203,593048128342,101737967914,551470588235,220588235294,714285714286,285714285714,308383838384,136363636364,0.4,-194444444444,-0.2,-166666666667,507070707071,89898989899,707070707071,89898989899,5000
11.0,277.0,450184500184,999999994737,494736839501,34.0,3.0,15.0,0.0,449458483755,10.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,761.0,594.4,0.0,17100.0,196169,0.0,195314444444,580344444444,384.0,4600.0,306133333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,204225934953,448989741126,200796375829,490505787055,200022407408,483901515152,-114725378788,108303249097,180505415162,375,625,253787878788,136363636364,375,-348333333333,-0.8,-166666666667,0.0,0.0,0.5,0.0,11500
11.0,365.0,58126721603,999999995633,742358075361,9.0,8.0,1.0,0.0,469589041096,7.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,504.0,427.75,0.0,17100.0,322857142857,0.0,195314444444,732869614512,317.0,5400.0,1740.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,288473868337,285751203392,884346478746,285720630947,296589509867,447603586889,930735930736,328767123288,13698630137,705882352941,294117647059,271338383838,0.05,0.7,-0.25,-0.5,-0.05,0.0,0.0,0.5,0.0,529
14.0,114.0,799999992727,999999986111,874999987847,1.0,1.0,0.0,1.0,481578947368,9.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,10000.0,218228571429,0.0,17100.0,858888888889,0.0,11800.0,386265361552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,141439205031,294366029514,222453313142,519719259903,222301742376,578571428571,833333333333,526315789474,438596491228,545454545455,454545454545,0.3,0.05,0.8,-0.54,-1.0,-0.3,1.0,0.25,0.5,0.25,28000
11.0,1058.0,409961685431,999999998503,546407184811,26.0,23.0,20.0,0.0,466918714556,10.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,1300.0,472625,0.0,17100.0,1992551,0.0,223933333333,143106022139,545.0,16000.0,361354545455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200442768334,137363892855,200113005398,200086898853,802571839887,512744037009,281867095323,756143667297,132325141777,851063829787,148936170213,405828463203,333333333333,1.0,-208035714286,-0.5,-0.05,488095238095,232142857143,119047619048,232142857143,1700
8.0,211.0,607655499485,99999999115,778761055055,12.0,6.0,1.0,0.0,443127962085,10.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,3600.0,118128571429,0.0,17100.0,1195135,0.0,3600.0,152511644444,3100.0,16700.0,8800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,222240127765,200058920972,100992560734,20115762319,636645657084,388045634921,-134027777778,189573459716,947867298578,666666666667,333333333333,248333333333,333333333333,0.7,-427777777778,-0.7,-155555555556,0.0,0.0,0.5,0.0,761
12.0,373.0,561307900378,999999995652,678260866616,7.0,5.0,0.0,0.0,485522788204,8.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,2600.0,926.0,0.0,17100.0,3275.0,0.0,3600.0,941780555556,161.0,1400.0,853666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,899221340514,251926752942,250710091165,250266607359,25488314339,434569433834,128924751719,482573726542,241286863271,666666666667,333333333333,409728234728,333333333333,1.0,-287962962963,-0.5,-0.1,383333333333,-0.35,116666666667,0.35,958
7.0,144.0,591549291609,999999990566,556603768334,12.0,6.0,1.0,0.0,477777777778,8.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1200.0,614.25,0.0,28000.0,10775.0,0.0,7500.0,2143830928,742.0,2000.0,1268.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,250001059672,899963560808,250001457313,250361367763,250000507169,367424242424,727840909091,152777777778,0.0,1.0,0.0,727840909091,625,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,904
9.0,760.0,531628532259,999999997691,750577365472,9.0,4.0,0.0,16.0,438289473684,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1100.0,494.6,0.0,28000.0,10212.5,0.0,543916666667,22951577588,940.0,3000.0,1970.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,250372704365,32590804597,250132853457,599038136314,250032619337,508810726311,850869666048,631578947368,263157894737,705882352941,294117647059,322634830447,0.05,1.0,-399458333333,-0.8,-0.1,0.0,0.0,0.5,0.0,1200
13.0,204.0,6464646432,999999990991,792792785651,2.0,1.0,1.0,0.0,442156862745,5.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,631.0,447.75,0.0,28000.0,10518.6,0.0,243211111111,135412948479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,240421512454,636609627452,400043725084,426013886043,403630989808,373262987013,196850649351,539215686275,490196078431,916666666667,833333333333,380637544274,136363636364,0.5,-0.25,-0.25,-0.25,0.8,0.4,0.3,0.4,4500
15.0,481.0,54105263044,999999996429,707142854617,5.0,3.0,1.0,0.0,459459459459,7.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,690.0,499857142857,593.0,28000.0,9699.0,593.0,4978.0,206062847379,447.0,447.0,447.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,600621244415,313357395877,285718815586,28848167117,286013110318,481073858115,749028182702,39501039501,27027027027,59375,40625,428070175439,0.1,0.6,-343315018315,-0.6,-714285714286,0.4,0.2,0.1,0.2,1200
12.0,246.0,702127656587,999999993464,849673197061,8.0,3.0,1.0,0.0,443902439024,6.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1000.0,486.6,0.0,28000.0,10400.0,0.0,243211111111,154486207066,4300.0,20700.0,12500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333401126353,534850855509,364809558902,334600062034,335394667503,644372294372,816017316017,406504065041,284552845528,588235294118,411764705882,374242424242,136363636364,0.8,-452380952381,-1.0,-166666666667,0.0,0.0,0.5,0.0,427
10.0,182.0,596685079576,999999990196,676470581603,5.0,2.0,1.0,1.0,491758241758,6.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,1400.0,544.25,0.0,28000.0,108333333333,0.0,224053631285,132071110679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33391703899,333446711712,333793003865,333399212714,866544403272,525852272727,159943181818,494505494505,164835164835,0.75,0.25,356565656566,0.1,0.6,-216666666667,-0.4,-125,0.0,0.0,0.5,0.0,1300
10.0,498.0,522821575679,999999996743,651465795924,9.0,0.0,1.0,0.0,467670682731,9.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,1200.0,577.0,0.0,28000.0,543333333333,0.0,224053631285,102263154799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,359029636797,222292833068,574294074501,22223423818,222235815769,445970575318,199225955204,542168674699,100401606426,84375,15625,399668911336,0.05,0.8,-253333333333,-0.6,-0.1,0.0,0.0,0.5,0.0,3200
7.0,175.0,685714281796,99999999115,823008842274,4.0,0.0,1.0,0.0,549714285714,7.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,1000.0,465.5,0.0,28000.0,595714285714,0.0,224053631285,924261536756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28669549592,285798571064,170331215781,23809575875,534323618771,364454545455,177136363636,457142857143,571428571429,888888888889,111111111111,271420454545,0.1,0.7,-166666666667,-166666666667,-166666666667,0.0,0.0,0.5,0.0,377
7.0,252.0,662650599748,999999993421,828947362967,5.0,2.0,0.0,0.0,468253968254,9.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,631.0,408571428571,0.0,28000.0,9300.0,0.0,3582.65,175621253429,40.0,40.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,257171454595,278470754905,222352196706,419897639007,222249318228,596022727273,264362373737,753968253968,15873015873,826086956522,173913043478,414194577352,136363636364,0.8,-297916666667,-0.5,-125,454545454545,136363636364,454545454545,136363636364,3400
9.0,334.0,625377641615,999999995192,778846150102,7.0,5.0,1.0,0.0,484730538922,6.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,1900.0,751166666667,1900.0,28000.0,718333333333,145328571429,224053631285,174661200452,1100.0,1800.0,1450.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,223610020794,344794445422,336269851085,231206702055,4770768475,43807409066,13908419167,479041916168,149700598802,761904761905,238095238095,362506764069,136363636364,0.5,-353333333333,-0.5,-166666666667,0.5,0.5,0.0,0.5,972
10.0,283.0,743190658587,999999994505,84065933604,5.0,3.0,0.0,21.0,439222614841,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,513.0,368.2,0.0,28000.0,125113333333,0.0,543916666667,243821034507,6400.0,22800.0,14600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333860395543,334276247354,333514856341,866497844951,333370051253,551358024691,999228395062,388692579505,459363957597,458333333333,541666666667,422121212121,333333333333,1.0,-33858974359,-0.6,-0.1,0.0,0.0,0.5,0.0,979
12.0,284.0,602941174254,999999994595,718918915033,10.0,9.0,1.0,0.0,46161971831,7.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,851.0,459.0,0.0,28000.0,791428571429,0.0,4612.75,143455484741,677.0,1500.0,1269.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17767034881,285728543709,286789126048,288461575776,736231726636,489351851852,286574074074,422535211268,105633802817,0.8,0.2,461111111111,0.25,1.0,-166666666667,-0.25,-125,0.5,625,0.0,625,737
11.0,1077.0,438381937499,999999998551,572463767286,23.0,20.0,20.0,0.0,476323119777,5.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,631.0,381.4,3200.0,28000.0,12000.0,131104761905,127319,194277292673,545.0,16000.0,315115789474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,440061638051,239335581946,400003059916,239675434677,409270393343,535378379482,265552866944,770659238626,185701021356,805825242718,194174757282,428386793929,0.1,1.0,-325208333333,-0.9,-0.05,0.9,-0.5,0.4,0.5,3800
6.0,1160.0,437225636139,99999999867,565159573717,45.0,38.0,19.0,0.0,474051724138,10.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,302.0,254777777778,0.0,28000.0,12450.0,0.0,3582.65,155465847306,302.0,16000.0,253206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,201030435284,360180898948,200480730113,203789684007,579289016112,498341579056,244290455576,629310344828,172413793103,784946236559,215053763441,421399513728,0.1,1.0,-0.21,-0.5,-0.05,0.0,0.0,0.5,0.0,396
10.0,289.0,586956519612,999999994012,724550893865,8.0,7.0,1.0,0.0,456401384083,7.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,2800.0,898571428571,2800.0,28000.0,116428571429,1877.55,4612.75,261897063121,1400.0,6300.0,323333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,288358008774,28601835335,287598633137,289173412389,884885159235,429008838384,195577651515,588235294118,138408304498,809523809524,190476190476,344050802139,625,1.0,-20625,-0.3,-0.1,0.0,0.0,0.5,0.0,1700
11.0,848.0,449464922177,999999997636,713947988856,4.0,4.0,1.0,3.0,419221698113,5.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,631.0,414.25,0.0,28000.0,11360.0,0.0,243211111111,157552948479,1400.0,1400.0,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,407367208812,419912756403,40056651205,500014915249,377200437025,457666975881,153265134337,471698113208,129716981132,78431372549,21568627451,34908008658,333333333333,1.0,-3625,-1.0,-833333333333,0.0,0.0,0.5,0.0,676
12.0,211.0,68269230441,999999992126,826771647033,10.0,8.0,0.0,0.0,460663507109,6.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,851.0,397333333333,4600.0,28000.0,151666666667,123959090909,4612.75,224922544131,13500.0,13500.0,13500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333807627233,334226537524,334753217538,336488260871,866072435683,4234375,146354166667,42654028436,189573459716,692307692308,307692307692,412962962963,0.1,0.8,-24375,-0.6,-125,0.0,0.0,0.5,0.0,2900
10.0,951.0,437295528422,99999999827,577854670281,6.0,0.0,1.0,0.0,503785488959,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,373.0,290.4,0.0,28000.0,10625.0,0.0,224053631285,113656396734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,250123347173,250137352434,450673727703,250109445803,474289257756,467841186591,674318736819,241850683491,157728706625,605263157895,394736842105,33437323546,0.05,0.6,-229100529101,-0.5,-0.1,0.0,0.0,0.5,0.0,2500
11.0,286.0,652631576657,999999994444,799999995556,5.0,2.0,0.0,0.0,500699300699,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,552.0,356.2,0.0,28000.0,6830125,0.0,224053631285,976913443726,822.0,822.0,822.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,214708189787,250615106516,250155396711,251865481928,710028211698,418035714286,600892857143,34965034965,244755244755,588235294118,411764705882,303428571429,0.1,0.6,-251785714286,-0.5,-0.1,0.2,-0.1,0.3,0.1,1400
13.0,577.0,411867364028,999999996979,552870088964,16.0,7.0,11.0,0.0,444714038128,10.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1200.0,448.7,711.0,28000.0,13981.1,658666666667,7500.0,248202989318,67700.0,67700.0,67700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,208870041343,798821359982,201512927402,2022503742,139915305724,46220043573,162509902951,554592720971,121317157712,820512820513,179487179487,318158143939,333333333333,0.8,-227579365079,-0.6,-0.1,0.6,0.5,0.1,0.5,484
7.0,505.0,440677965168,999999996845,529968452587,12.0,5.0,6.0,0.0,430891089109,6.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1000.0,549.5,0.0,28000.0,886666666667,0.0,243211111111,121294123733,988.0,18000.0,5772.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333337597702,339668636636,33334003207,866031788426,333335849336,396029986274,23048582515,455445544554,19801980198,958333333333,416666666667,411137775268,136363636364,0.85,-0.1,-0.1,-0.1,0.0,0.0,0.5,0.0,7500
8.0,255.0,623015870544,999999993333,766666661556,6.0,1.0,1.0,0.0,441568627451,5.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,575.0,422.75,0.0,28000.0,7260.0,0.0,224053631285,132521678638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,839899485903,400005908559,400750781538,400002569299,400245881578,497399891775,101217532468,352941176471,235294117647,0.6,0.4,162836700337,0.05,0.5,-210515873016,-0.5,-25,454545454545,136363636364,454545454545,136363636364,441
14.0,252.0,670634917974,999999993671,822784804919,8.0,5.0,0.0,0.0,463492063492,9.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,705.0,438.6,0.0,28000.0,511111111111,0.0,224053631285,988275246882,958.0,2000.0,1339.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,398628425959,222846447642,22236517964,222830401387,534567371174,353143939394,376515151515,277777777778,238095238095,538461538462,461538461538,338528138528,333333333333,0.6,-269444444444,-0.7,-0.1,0.0,0.0,0.5,0.0,922
9.0,757.0,449197860362,999999997669,634032632555,11.0,0.0,1.0,0.0,455482166446,7.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,1200.0,550.5,0.0,28000.0,7200.0,0.0,224053631285,105974804469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,285719552857,285718274424,88571201726,285716473184,285725526931,546999963314,192779367525,462351387054,118890356671,795454545455,204545454545,381821273964,0.1,1.0,-227380952381,-0.5,-714285714286,0.0,0.0,0.5,0.0,473
9.0,152.0,622377618025,999999990741,703703697188,4.0,2.0,0.0,0.0,508552631579,5.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,5700.0,1494.6,4600.0,28000.0,11580.0,123959090909,5700.0,286833877772,17700.0,17700.0,17700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,590879015632,407601217461,286402846743,40141150549,418168653306,366666666667,333333333333,263157894737,0.0,1.0,0.0,0.05,333333333333,0.1,0.0,0.0,0.0,283333333333,266666666667,216666666667,266666666667,3200
10.0,357.0,525423727329,999999995575,650442474998,6.0,4.0,1.0,0.0,494677871148,5.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,373.0,321.0,0.0,28000.0,8820.0,0.0,224053631285,108436726257,902.0,902.0,902.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400010845041,400010606281,839993791663,40000795318,400032678873,486006683375,178310359231,392156862745,140056022409,736842105263,263157894737,333818027211,625,0.7,-181111111111,-0.4,-0.1,0.0,0.0,0.5,0.0,1600
13.0,326.0,696969694623,999999995327,794392519652,3.0,2.0,0.0,21.0,435582822086,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,513.0,344.6,0.0,28000.0,13500.0,0.0,543916666667,258014624251,1200.0,22800.0,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333868173918,337382205373,333514955538,866186073864,333373926532,610377046325,-481648380355,337423312883,521472392638,392857142857,607142857143,504214876033,136363636364,1.0,-33612745098,-0.6,-0.1,0.2,-0.15,0.3,0.15,1300
8.0,1314.0,399529042073,999999998773,534969324497,27.0,27.0,20.0,0.0,465677321157,10.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,343.0,280375,0.0,28000.0,10100.0,0.0,279614285714,132270175302,513.0,16000.0,363261904762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,200330209008,201191602323,200113132889,200092726555,919827232922,522832519163,252249493626,62404870624,129375951294,828282828283,171717171717,401201562665,0.1,1.0,-247058823529,-0.5,-0.05,454545454545,136363636364,454545454545,136363636364,1300
6.0,397.0,511688310359,999999995708,660944203172,11.0,0.0,1.0,0.0,535264483627,8.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,761.0,405.75,0.0,28000.0,5500.0,0.0,224053631285,835291344662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25789839995,25007111663,252448049948,264570257112,897501217636,478346653347,216605339105,730478589421,176322418136,805555555556,194444444444,370163457232,0.1,0.8,-141071428571,-0.3,-125,0.0,0.0,0.5,0.0,5600
8.0,767.0,440318301803,999999997691,614318705279,6.0,2.0,10.0,0.0,447327249022,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,690.0,455.5,0.0,28000.0,2433368,0.0,657225,175508645509,3100.0,3100.0,3100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,254355884423,250353560991,250773593314,251388323155,899312863812,487274531025,983351370851,365058670143,19556714472,651162790698,348837209302,420539579468,0.05,0.9,-258333333333,-0.5,-0.05,0.0,0.0,0.5,0.0,8100
10.0,317.0,561904760121,999999994737,673684206981,6.0,3.0,1.0,0.0,499369085174,7.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,598.0,405.0,0.0,28000.0,874285714286,0.0,657225,157555484741,704.0,704.0,704.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,196405588724,285734151243,337581991471,285717706645,408867234017,392424242424,973484848485,220820189274,946372239748,0.7,0.3,345238095238,0.05,0.6,-916666666667,-125,-0.05,1.0,0.0,0.5,0.0,5500
9.0,245.0,579399139144,999999993289,677852344444,15.0,3.0,10.0,1.0,425306122449,4.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,513.0,343.25,13600.0,28000.0,18650.0,224053631285,543916666667,354031551761,1800.0,16200.0,9000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,501381936804,502481153092,500472959431,799556855987,500095390805,500980392157,894607843137,408163265306,285714285714,588235294118,411764705882,418333333333,0.2,0.7,-0.35,-1.0,-0.05,833333333333,433333333333,333333333333,433333333333,3800
10.0,891.0,43806306257,999999998134,604477610813,10.0,7.0,1.0,0.0,476879910213,7.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,455.0,343.0,0.0,28000.0,785714285714,0.0,243211111111,974251829797,179.0,4900.0,233512,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2857316445,729548837437,285721961941,184733523504,285722784146,44018572825,167139540567,482603815937,673400673401,877551020408,122448979592,29641825229,333333333333,0.85,-313888888889,-0.8,-0.05,0.0,0.0,0.5,0.0,933
7.0,1121.0,441923774554,999999998485,622727271784,12.0,12.0,1.0,0.0,469402319358,10.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,1200.0,503.0,0.0,28000.0,1415348,0.0,224053631285,924821664072,442.0,7600.0,302954545455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,169328084894,200316801668,637602646854,202236497312,152813938355,409411764706,94068627451,303300624442,169491525424,641509433962,358490566038,352426470588,333333333333,0.9,-214035087719,-0.6,-0.05,0.0,0.0,0.5,0.0,2500
11.0,993.0,415821500592,999999998028,6607495056,12.0,0.0,1.0,0.0,440886203424,6.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,761.0,457.0,0.0,28000.0,6500.0,0.0,224053631285,119609732198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,866309553602,333358300595,333343631855,33610504317,334097488357,484980477039,2251706137,574018126888,140986908359,802816901408,197183098592,413913571808,0.05,1.0,-278826530612,-1.0,-0.05,0.0,0.0,0.5,0.0,1700
13.0,309.0,618892506127,999999994652,754010691155,7.0,0.0,1.0,0.0,468284789644,9.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,2200.0,781.4,0.0,28000.0,7700.0,0.0,2692.75,118424574875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,222447162395,222353172148,225073639754,577236548837,355776053733,498076599327,120631313131,711974110032,194174757282,785714285714,214285714286,380351239669,0.1,0.8,-5875,-1.0,-125,3125,0.0,1875,0.0,2400
9.0,174.0,619883037311,99999999,7499999925,8.0,5.0,1.0,0.0,43955,9.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0,1900.0,767.0,0.0,28000.0,725366666667,0.0,2692.75,161676855718,1800.0,1800.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,222625727131,223492507827,22222802554,223031426955,910862231255,292016317016,524766899767,229885057471,229885057471,0.5,0.5,242424242424,0.1,433333333333,-71875,-1875,-333333333333,0.0,-333333333333,0.5,333333333333,11400
11.0,159.0,759493666079,999999989583,895833324002,9.0,0.0,1.0,0.0,489308176101,7.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,417.0,337.0,0.0,28000.0,697142857143,0.0,289890909091,106318267673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,285821510845,286366812715,46063545684,172199731157,309945979647,55625,240625,440251572327,188679245283,0.7,0.3,339285714286,0.1,0.6,-168518518519,-0.25,-0.1,0.0,0.0,0.5,0.0,308
8.0,449.0,502252251121,999999997253,524725273284,38.0,3.0,15.0,0.0,530734966592,7.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1000.0,517.8,0.0,28000.0,974285714286,0.0,4978.0,189969220054,1000.0,2000.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,285714779269,33562191555,285714559937,578663690158,28571460371,418631897203,314134542706,334075723831,133630289532,714285714286,285714285714,615714285714,0.1,1.0,-406481481481,-0.75,-155555555556,0.0,0.0,0.5,0.0,1400
13.0,243.0,654008436059,999999992481,849624053762,4.0,2.0,0.0,1.0,420164609053,7.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1000.0,465666666667,0.0,28000.0,993014285714,0.0,3582.65,163336849646,1100.0,1100.0,1100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30233498949,687797027326,223567943525,294855557241,289159744758,416666666667,875,205761316872,82304526749,714285714286,285714285714,0.28,0.1,0.5,-0.2,-0.3,-0.1,0.0,0.0,0.5,0.0,762
9.0,222.0,665024627266,999999992593,755555549959,7.0,0.0,1.0,1.0,463063063063,6.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1000.0,554.6,0.0,28000.0,898516666667,0.0,243211111111,13227190151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,343015201794,340647330075,335066780788,864792404091,333346646433,486038961039,436688311688,27027027027,900900900901,0.75,0.25,207575757576,136363636364,0.5,-385714285714,-0.7,-714285714286,0.1,0.0,0.4,0.0,1200
12.0,160.0,647798738064,999999988506,850574702867,2.0,1.0,0.0,1.0,419375,8.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,631.0,430.0,0.0,28000.0,1702883,0.0,3582.65,132849174149,1800.0,1800.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,523671560833,400989105507,250315000506,252997272171,250081063921,198636363636,340909090909,3125,25,555555555556,444444444444,227272727273,0.1,0.5,-15625,-0.2,-0.1,0.0,0.0,0.5,0.0,657
8.0,1015.0,484143762702,999999998328,647157189553,38.0,7.0,11.0,3.0,495369458128,9.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1200.0,663.4,0.0,28000.0,102888888889,0.0,7500.0,23324736454,2000.0,3900.0,271666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,223291885866,910806989173,222265874802,22297619964,22339614796,404146869391,121590909091,463054187192,147783251232,758064516129,241935483871,347048678272,625,1.0,-243055555556,-0.6,-0.05,0.0,0.0,0.5,0.0,1200
